Symbol,Symbol,Min Qty Allowed,Max Qty Allowed,Min Qty StepSize,Min Price Allowed,Max Price Allowed,Min Price StepSize,Min Notional Allowed
415,HEIUSDT,0.1,300000,0.1,0.0001,200,0.0001,5
416,B3USDT,1,40000000,1,0.00001,200,0.000001,5
417,IPUSDT,0.1,40000,0.1,0.001,200,0.001,5
418,GPSUSDT,1,6000000,1,0.0001,200,0.00001,5
419,SHELLUSDT,1,700000,1,0.0001,200,0.0001,5
420,KAITOUSDT,0.1,80000,0.1,0.0001,200,0.0001,5
421,KAITOUSDC,0.1,80000,0.1,0.0001,200,0.0001,5
422,IPUSDC,0.1,40000,0.1,0.001,2000,0.001,5
423,TRUMPUSDC,0.01,40000,0.01,0.001,20000,0.001,5
424,ADAUSDC,0.1,900000,0.1,0.0001,200,0.0001,5
425,REDUSDT,1,400000,1,0.0001,200,0.0001,5
426,PNUTUSDC,1,600000,1,0.00001,200,0.00001,5
427,HBARUSDC,1,3000000,1,0.00001,200,0.00001,5
428,VICUSDT,1,600000,1,0.0001,200,0.0001,5
429,EPICUSDT,0.1,60000,0.1,0.0001,200,0.0001,5
430,BMTUSDT,1,1500000,1,0.0001,200,0.00001,5
431,MUBARAKUSDT,1,3000000,1,0.0001,200,0.00001,5
432,FORMUSDT,0.1,200000,0.1,0.0001,200,0.0001,5
433,BIDUSDT,1,1100000,1,0.00001,200,0.00001,5
434,TUTUSDT,1,3000000,1,0.00001,200,0.00001,5
435,BROCCOLI714USDT,1,3000000,1,0.00001,200,0.00001,5
436,BROCCOLIF3BUSDT,1,5000000,1,0.000001,200,0.000001,5
437,SIRENUSDT,1,1000000,1,0.00001,200,0.00001,5
438,BANANAS31USDT,1,20000000,1,0.000001,200,0.000001,5
439,BRUSDT,1,1000000,1,0.0001,200,0.00001,5
440,PLUMEUSDT,1,2000000,1,0.0001,200,0.00001,5
441,NILUSDT,0.1,200000,0.1,0.0001,200,0.0001,5
442,PARTIUSDT,1,700000,1,0.0001,200,0.0001,5
443,JELLYJELLYUSDT,1,3000000,1,0.00001,200,0.00001,5
444,MAVIAUSDT,1,700000,1,0.0001,200,0.0001,5
445,PAXGUSDT,0.001,60,0.001,0.01,200000,0.01,5
446,WALUSDT,1,400000,1,0.0001,200,0.0001,5
447,FUNUSDT,1,15000000,1,0.000001,200,0.000001,5
448,MLNUSDT,0.01,10000,0.01,0.01,20000,0.001,5
449,GUNUSDT,1,4000000,1,0.0001,200,0.00001,5
450,ATHUSDT,1,3000000,1,0.00001,200,0.00001,5
451,BABYUSDT,1,3000000,1,0.00001,200,0.00001,5
452,FORTHUSDT,0.1,30000,0.1,0.001,2000,0.001,5
453,PROMPTUSDT,1,700000,1,0.0001,200,0.0001,5
454,XCNUSDT,1,9000000,1,0.00001,200,0.00001,5
455,STOUSDT,1,800000,1,0.00001,200,0.00001,5
456,FHEUSDT,1,1200000,1,0.00001,200,0.00001,5
457,KERNELUSDT,1,700000,1,0.0001,200,0.0001,5
458,WCTUSDT,1,700000,1,0.0001,200,0.0001,5
459,INITUSDT,1,300000,1,0.0001,200,0.0001,5
460,AERGOUSDT,1,1000000,1,0.00001,200,0.00001,5
461,BANKUSDT,1,1500000,1,0.00001,200,0.00001,5
462,EPTUSDT,1,20000000,1,0.000001,200,0.000001,5
463,DEEPUSDT,1,1000000,1,0.00001,200,0.00001,5
464,HYPERUSDT,1,600000,1,0.0001,200,0.0001,5
465,MEMEFIUSDT,1,30000000,1,0.000001,200,0.000001,5
466,FISUSDT,1,600000,1,0.00001,200,0.00001,5
467,JSTUSDT,1,3000000,1,0.000001,200,0.000001,5
468,SIGNUSDT,1,2000000,1,0.00001,200,0.00001,5
469,PUNDIXUSDT,1,190000,1,0.0001,200,0.0001,5
470,CTKUSDT,1,250000,1,0.0001,200,0.0001,5
471,AIOTUSDT,1,120000,1,0.0001,200,0.0001,5
472,DOLOUSDT,1,1000000,1,0.00001,200,0.00001,5
473,HAEDALUSDT,1,600000,1,0.00001,200,0.00001,5
474,SXTUSDT,1,900000,1,0.00001,200,0.00001,5
475,ASRUSDT,0.1,40000,0.1,0.001,200,0.001,5
476,ALPINEUSDT,0.1,100000,0.1,0.0001,200,0.0001,5
477,B2USDT,1,150000,1,0.0001,200,0.0001,5
478,MILKUSDT,1,2000000,1,0.00001,200,0.00001,5
479,SYRUPUSDT,1,400000,1,0.00001,200,0.00001,5
480,OBOLUSDT,1,1000000,1,0.00001,200,0.00001,5
481,DOODUSDT,1,20000000,1,0.000001,200,0.000001,5
482,OGUSDT,0.1,15000,0.1,0.001,2000,0.001,5
483,ZKJUSDT,0.1,800000,0.1,0.001,2000,0.0001,5
484,SKYAIUSDT,1,3000000,1,0.00001,200,0.00001,5
485,NXPCUSDT,1,200000,1,0.0001,200,0.0001,5
486,CVCUSDT,1,900000,1,0.00001,200,0.00001,5
487,AGTUSDT,1,11000000,1,0.000001,200,0.000001,5
488,AWEUSDT,1,2000000,1,0.00001,200,0.00001,5
489,BUSDT,1,500000,1,0.0001,200,0.0001,5
490,SOONUSDT,1,400000,1,0.0001,200,0.0001,5
491,HUMAUSDT,1,2000000,1,0.000001,200,0.000001,5
492,AUSDT,1,300000,1,0.0001,200,0.0001,5
493,SOPHUSDT,1,3000000,1,0.000001,200,0.000001,5
494,MERLUSDT,1,600000,1,0.00001,200,0.00001,5
495,HYPEUSDT,0.01,20000,0.01,0.001,20000,0.001,5
496,BDXNUSDT,1,1500000,1,0.00001,200,0.00001,5
497,PUFFERUSDT,1,600000,1,0.00001,200,0.00001,5
498,PORT3USDT,1,3000000,1,0.00001,200,0.00001,5
499,1000000BOBUSDT,1,2000000,1,0.00001,200,0.00001,5
500,LAUSDT,0.1,200000,0.1,0.001,2000,0.0001,5
501,SKATEUSDT,1,1000000,1,0.00001,200,0.00001,5
502,HOMEUSDT,1,4000000,1,0.000001,200,0.000001,5
503,RESOLVUSDT,1,900000,1,0.00001,200,0.00001,5
504,TAIKOUSDT,1,200000,1,0.0001,200,0.0001,5
505,SQDUSDT,1,600000,1,0.00001,200,0.00001,5
506,PUMPBTCUSDT,1,1400000,1,0.00001,200,0.00001,5
507,AAVEUSDC,0.1,1000,0.1,0.01,40000,0.01,5
508,UNIUSDC,1,35000,1,0.001,3000,0.001,5
509,SPKUSDT,1,4000000,1,0.00001,200,0.00001,5
510,MYXUSDT,1,300000,1,0.001,200,0.001,5
511,FUSDT,1,6000000,1,0.000001,200,0.000001,5
512,NEWTUSDT,1,400000,1,0.0001,200,0.0001,5
513,DMCUSDT,1,30000000,1,0.00001,200,0.000001,5
514,HUSDT,1,2800000,1,0.00001,200,0.00001,5
515,OLUSDT,1,3000000,1,0.00001,200,0.00001,5
516,SAHARAUSDT,1,2000000,1,0.00001,200,0.00001,5
517,BTCUSDT_251226,0.001,1,0.001,576.3,1000000,0.1,5
518,ETHUSDT_251226,0.001,10,0.001,41.1,100000,0.01,5
519,ICNTUSDT,1,300000,1,0.0001,200,0.0001,5
520,BULLAUSDT,1,1300000,1,0.0001,200,0.00001,5
521,IDOLUSDT,1,3000000,1,0.00001,200,0.00001,5
522,MUSDT,1,200000,1,0.0001,200,0.0001,5
523,TANSSIUSDT,1,2000000,1,0.00001,200,0.00001,5
524,PUMPUSDT,1,60000000,1,0.000001,200,0.000001,5
525,CROSSUSDT,1,500000,1,0.00001,200,0.00001,5
526,AINUSDT,1,500000,1,0.00001,200,0.00001,5
527,CUSDT,1,600000,1,0.00001,200,0.00001,5
528,VELVETUSDT,1,1200000,1,0.00001,200,0.00001,5
529,TACUSDT,1,12000000,1,0.00001,200,0.00001,5
530,ERAUSDT,1,200000,1,0.0001,200,0.0001,5
531,TAUSDT,1,1000000,1,0.0001,200,0.00001,5
532,PENGUUSDC,1,10000000,1,0.000001,200,0.000001,5
533,CVXUSDT,0.1,40000,0.1,0.001,2000,0.001,5
534,SLPUSDT,1,50000000,1,0.000001,200,0.000001,5
535,ZORAUSDT,1,2000000,1,0.00001,200,0.00001,5
536,TAGUSDT,1,300000000,1,0.0000001,200,0.0000001,5
537,ZRCUSDT,1,4000000,1,0.00001,200,0.00001,5
538,ESPORTSUSDT,1,500000,1,0.0001,200,0.00001,5
539,TREEUSDT,1,600000,1,0.0001,200,0.0001,5
540,A2ZUSDT,1,20000000,1,0.000001,200,0.000001,5
541,PLAYUSDT,1,3000000,1,0.00001,200,0.00001,5
542,NAORISUSDT,1,1100000,1,0.0001,200,0.00001,5
543,TOWNSUSDT,1,5000000,1,0.0001,200,0.00001,5
544,PROVEUSDT,0.1,150000,0.1,0.001,2000,0.0001,5
545,ALLUSDT,10,50000,1,0.001,200,0.0001,5
546,INUSDT,1,500000,1,0.0001,200,0.00001,5
547,YALAUSDT,1,700000,1,0.0001,200,0.0001,5
548,CARVUSDT,1,400000,1,0.0001,200,0.0001,5
549,AIOUSDT,1,500000,1,0.00001,200,0.00001,5
550,XNYUSDT,1,13000000,1,0.000001,200,0.000001,5
551,USELESSUSDT,1,300000,1,0.0001,200,0.0001,5
552,DAMUSDT,1,1000000,1,0.00001,200,0.00001,5
553,CUDISUSDT,1,1300000,1,0.00001,200,0.00001,5
554,SAPIENUSDT,1,500000,1,0.0001,200,0.00001,5
555,XPLUSDT,1,500000,1,0.0001,200,0.0001,5
556,WLFIUSDT,1,3000000,1,0.0001,200,0.0001,5
557,BIOUSDC,1,1000000,1,0.00001,200,0.00001,5
558,SOMIUSDT,1,200000,1,0.001,200,0.0001,5
559,BASUSDT,1,7000000,1,0.00001,200,0.00001,5
560,BTRUSDT,1,1000000,1,0.0001,200,0.00001,5
561,MITOUSDT,1,500000,1,0.00001,200,0.00001,5
562,HEMIUSDT,1,2000000,1,0.00001,200,0.00001,5
563,LINEAUSDT,1,5000000,1,0.00001,200,0.00001,5
564,QUSDT,1,10000000,1,0.000001,200,0.000001,5
565,ARIAUSDT,1,800000,1,0.00001,200,0.00001,5
566,TAKEUSDT,1,800000,1,0.00001,200,0.00001,5
567,PTBUSDT,1,4000000,1,0.00001,200,0.00001,5
568,WLFIUSDC,1,2000000,1,0.0001,200,0.0001,5
569,OPENUSDT,1,200000,1,0.0001,200,0.0001,5
570,FLOCKUSDT,1,300000,1,0.0001,200,0.0001,5
571,SKYUSDT,1,4000000,1,0.00001,200,0.00001,5
572,AVNTUSDT,1,200000,1,0.0001,200,0.0001,5
573,HOLOUSDT,1,400000,1,0.0001,200,0.0001,5
574,XPINUSDT,1,70000000,1,0.0000001,200,0.0000001,5
575,UBUSDT,1,20000000,1,0.000001,200,0.000001,5
576,ZKCUSDT,1,300000,1,0.0001,200,0.0001,5
577,TOSHIUSDT,1,150000000,1,0.0000001,200,0.0000001,5
578,STBLUSDT,1,700000,1,0.00001,200,0.00001,5
579,0GUSDT,1,100000,1,0.0001,200,0.0001,5
580,AIAUSDT,1,200000,1,0.0001,200,0.0001,5
581,BARDUSDT,1,200000,1,0.0001,200,0.0001,5
582,ASTERUSDT,1,300000,1,0.0001,200,0.0001,5
583,TRADOORUSDT,1,50000,1,0.001,200,0.001,5
584,BLESSUSDT,1,2000000,1,0.00001,200,0.00001,5
585,FLUIDUSDT,0.1,20000,0.1,0.001,200,0.001,5
586,COAIUSDT,1,30000,1,0.001,350,0.001,5
587,BTCUSDT_260327,0.001,1,0.001,576.3,1000000,0.1,5
588,ETHUSDT_260327,0.001,10,0.001,41.1,100000,0.01,5
589,HANAUSDT,1,1200000,1,0.00001,200,0.00001,5
590,MIRAUSDT,1,700000,1,0.0001,200,0.0001,5
591,AKEUSDT,1,90000000,1,0.0000001,200,0.0000001,5
592,ORDERUSDT,1,600000,1,0.00001,200,0.00001,5
593,LIGHTUSDT,1,150000,1,0.0001,200,0.0001,5
594,XANUSDT,1,3000000,1,0.00001,200,0.00001,5
595,FFUSDT,1,700000,1,0.00001,200,0.00001,5
596,VFYUSDT,1,900000,1,0.00001,200,0.00001,5
597,EDENUSDT,1,400000,1,0.0001,200,0.0001,5
598,NOMUSDT,1,3000000,1,0.00001,200,0.00001,5
599,TRUTHUSDT,1,6000000,1,0.000001,200,0.000001,5
600,2ZUSDT,1,400000,1,0.00001,200,0.00001,5
601,EVAAUSDT,0.1,30000,0.1,0.0001,200,0.0001,5
602,LYNUSDT,1,400000,1,0.00001,200,0.00001,5
603,KGENUSDT,1,300000,1,0.00001,200,0.00001,5
604,4USDT,1,1000000,1,0.00001,200,0.00001,5
605,GIGGLEUSDT,0.01,1000,0.01,0.01,2000,0.01,5
606,MONUSDT,1,800000,1,0.00001,0.5,0.00001,5
607,YBUSDT,1,130000,1,0.0001,200,0.0001,5
608,METUSDT,1,80000,1,0.0001,200,0.0001,5
609,EULUSDT,0.1,10000,0.1,0.001,200,0.001,5
610,ENSOUSDT,0.1,50000,0.1,0.001,200,0.001,5
611,CLOUSDT,1,700000,1,0.0001,200,0.0001,5
612,RECALLUSDT,1,400000,1,0.00001,200,0.00001,5
613,ZBTUSDT,1,200000,1,0.0001,200,0.0001,5
614,LABUSDT,1,400000,1,0.00001,200,0.00001,5
615,RIVERUSDT,0.1,30000,0.1,0.001,200,0.001,5
616,RVVUSDT,1,20000000,1,0.000001,200,0.000001,5
617,????USDT,1,400000,1,0.00001,200,0.00001,5
618,BLUAIUSDT,1,4000000,1,0.00001,200,0.00001,5
619,TURTLEUSDT,1,400000,1,0.0001,200,0.0001,5
620,APRUSDT,1,500000,1,0.00001,200,0.00001,5
